hour_index,zone,occupancy_mean,energy_kwh,charging_hours,price_mean,revenue,saturation_count,capacity,area,utilization,occupancy_density,revenue_per_kwh,is_saturated_hour,util_band,timestamp,hour,dayofweek,is_weekend,date,hour_sin,hour_cos,dow_sin,dow_cos,CBD,dynamic_pricing,fast_count,slow_count,util_lag1,energy_lag1,util_lag2,energy_lag2,util_lag3,energy_lag3,util_lag24,energy_lag24,util_lag168,energy_lag168,util_roll3_mean,util_roll3_std,util_roll24_mean,has_full_lags
667,102,11.916666666666666,52.675000000000004,9.024999999999999,1.1229999999999998,59.154025000000004,0.0,30.0,0.71,0.3972222222222222,16.784037558685448,1.123,False,shoulder,2022-07-16 19:00:00,19,5,True,2022-07-16,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0,0,3,27,0.39166666666666666,50.252222223,0.3333333333333333,38.499999996,0.3333333333333333,38.499999996,0.6416666666666667,66.107222226,0.4083333333333333,61.313194442,0.3527777777777778,0.03367876570272819,0.5614583333333333,True
668,102,11.166666666666666,46.472222226,8.138888892,1.1229999999999998,52.188305559797996,0.0,30.0,0.71,0.3722222222222222,15.727699530516432,1.123,False,shoulder,2022-07-16 20:00:00,20,5,True,2022-07-16,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,3,27,0.3972222222222222,52.675000000000004,0.39166666666666666,50.252222223,0.3333333333333333,38.499999996,0.5638888888888889,53.863055555,0.45555555555555555,52.756666667000005,0.37407407407407406,0.035391694173363734,0.5512731481481481,True
669,102,13.75,59.19277777399999,9.956111107,1.035,61.26452499608999,0.0,30.0,0.71,0.4583333333333333,19.366197183098592,1.035,False,shoulder,2022-07-16 21:00:00,21,5,True,2022-07-16,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0,0,3,27,0.3722222222222222,46.472222226,0.3972222222222222,52.675000000000004,0.39166666666666666,50.252222223,0.575,54.640833332,0.5472222222222223,48.603333335,0.38703703703703707,0.01312726562847967,0.5432870370370371,True
670,102,17.666666666666668,52.805277778000004,9.043611111,1.035,54.653462500230006,0.0,30.0,0.71,0.5888888888888889,24.882629107981224,1.0350000000000001,False,shoulder,2022-07-16 22:00:00,22,5,True,2022-07-16,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,3,27,0.4583333333333333,59.19277777399999,0.3722222222222222,46.472222226,0.3972222222222222,52.675000000000004,0.663888888888889,66.16361111500001,0.5333333333333333,45.500000004,0.40925925925925927,0.04429953227372489,0.5384259259259259,True
671,102,18.0,52.5,9.0,0.9239999999999999,48.51000000000002,0.0,30.0,0.71,0.6,25.35211267605634,0.9240000000000004,False,shoulder,2022-07-16 23:00:00,23,5,True,2022-07-16,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0,0,3,27,0.5888888888888889,52.805277778000004,0.4583333333333333,59.19277777399999,0.3722222222222222,46.472222226,0.6666666666666666,66.500000004,0.5333333333333333,45.500000004,0.47314814814814815,0.10909042196549194,0.5353009259259259,True
672,102,18.166666666666668,53.472222222,9.138888889,0.9239999999999999,49.40833333312801,0.0,30.0,0.71,0.6055555555555556,25.5868544600939,0.9240000000000003,False,shoulder,2022-07-17 00:00:00,0,6,True,2022-07-17,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.6,52.5,0.5888888888888889,52.805277778000004,0.4583333333333333,59.19277777399999,0.6666666666666666,66.500000004,0.5333333333333333,45.500000004,0.549074074074074,0.0787799195237254,0.5325231481481482,True
673,102,19.0,59.49999999599999,9.999999996000001,0.9239999999999999,54.977999996304,0.0,30.0,0.71,0.6333333333333333,26.760563380281692,0.9240000000000002,False,shoulder,2022-07-17 01:00:00,1,6,True,2022-07-17,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.6055555555555556,53.472222222,0.6,52.5,0.5888888888888889,52.805277778000004,0.675,66.500000004,0.5333333333333333,45.500000004,0.5981481481481482,0.008486251286957737,0.5299768518518518,True
674,102,18.583333333333332,59.49999999599999,9.999999996000001,0.9239999999999999,54.977999996304,0.0,30.0,0.71,0.6194444444444444,26.173708920187792,0.9240000000000002,False,shoulder,2022-07-17 02:00:00,2,6,True,2022-07-17,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.6333333333333333,59.49999999599999,0.6055555555555556,53.472222222,0.6,52.5,0.6666666666666666,66.500000004,0.5194444444444445,45.500000004,0.612962962962963,0.01785861252035841,0.5282407407407408,True
675,102,19.0,59.49999999599999,9.999999996000001,0.9239999999999999,54.977999996304,0.0,30.0,0.71,0.6333333333333333,26.760563380281692,0.9240000000000002,False,shoulder,2022-07-17 03:00:00,3,6,True,2022-07-17,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.6194444444444444,59.49999999599999,0.6333333333333333,59.49999999599999,0.6055555555555556,53.472222222,0.6666666666666666,66.500000004,0.5333333333333333,45.500000004,0.6194444444444445,0.013888888888890212,0.5262731481481481,True
676,102,19.0,59.49999999599999,9.999999996000001,0.9239999999999999,54.977999996304,0.0,30.0,0.71,0.6333333333333333,26.760563380281692,0.9240000000000002,False,shoulder,2022-07-17 04:00:00,4,6,True,2022-07-17,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.6333333333333333,59.49999999599999,0.6194444444444444,59.49999999599999,0.6333333333333333,59.49999999599999,0.6416666666666667,63.969305557,0.5638888888888889,51.541388889000004,0.6287037037037037,0.008018753738747159,0.5248842592592592,True
677,102,19.0,59.49999999599999,9.999999996000001,0.9239999999999999,54.977999996304,0.0,30.0,0.71,0.6333333333333333,26.760563380281692,0.9240000000000002,False,shoulder,2022-07-17 05:00:00,5,6,True,2022-07-17,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.6333333333333333,59.49999999599999,0.6333333333333333,59.49999999599999,0.6194444444444444,59.49999999599999,0.6333333333333333,63.0,0.6027777777777777,59.69638888499999,0.6287037037037037,0.008018753738747159,0.524537037037037,True
678,102,19.0,59.49999999599999,9.999999996000001,0.9239999999999999,54.977999996304,0.0,30.0,0.71,0.6333333333333333,26.760563380281692,0.9240000000000002,False,shoulder,2022-07-17 06:00:00,6,6,True,2022-07-17,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.6333333333333333,59.49999999599999,0.6333333333333333,59.49999999599999,0.6333333333333333,59.49999999599999,0.6333333333333333,63.0,0.6333333333333333,63.0,0.6333333333333333,6.10042945787958e-09,0.524537037037037,True
679,102,19.583333333333332,60.474166663999995,10.139166664,1.035,62.59076249723999,0.0,30.0,0.71,0.6527777777777778,27.582159624413144,1.035,False,shoulder,2022-07-17 07:00:00,7,6,True,2022-07-17,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.6333333333333333,59.49999999599999,0.6333333333333333,59.49999999599999,0.6333333333333333,59.49999999599999,0.6333333333333333,63.0,0.6333333333333333,63.0,0.6333333333333333,6.10042945787958e-09,0.524537037037037,True
680,102,20.0,66.500000004,11.000000003999999,1.035,68.82750000414,0.0,30.0,0.71,0.6666666666666666,28.169014084507044,1.0350000000000001,False,shoulder,2022-07-17 08:00:00,8,6,True,2022-07-17,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.6527777777777778,60.474166663999995,0.6333333333333333,59.49999999599999,0.6333333333333333,59.49999999599999,0.6333333333333333,63.0,0.6333333333333333,63.0,0.6398148148148147,0.011226255234244389,0.5253472222222223,True
681,102,20.0,66.500000004,11.000000003999999,1.1229999999999998,74.67950000449201,0.0,30.0,0.71,0.6666666666666666,28.169014084507044,1.1230000000000002,False,shoulder,2022-07-17 09:00:00,9,6,True,2022-07-17,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.6666666666666666,66.500000004,0.6527777777777778,60.474166663999995,0.6333333333333333,59.49999999599999,0.6055555555555556,58.714444443,0.6277777777777778,62.025833334,0.6509259259259259,0.016743649370394707,0.5267361111111111,True
682,102,19.25,68.64277778,11.306111114,1.1229999999999998,77.08583944694001,0.0,30.0,0.71,0.6416666666666667,27.112676056338028,1.1230000000000002,False,shoulder,2022-07-17 10:00:00,10,6,True,2022-07-17,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.6666666666666666,66.500000004,0.6666666666666666,66.500000004,0.6527777777777778,60.474166663999995,0.5805555555555556,53.666666668000005,0.4888888888888889,56.00000000400001,0.6620370370370371,0.008018753738747029,0.5292824074074074,True
683,102,18.333333333333332,67.863055559,10.389444441,1.079,73.284211392581,0.0,30.0,0.71,0.611111111111111,25.821596244131456,1.0798837569120043,False,shoulder,2022-07-17 11:00:00,11,6,True,2022-07-17,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.6416666666666667,68.64277778,0.6666666666666666,66.500000004,0.6666666666666666,66.500000004,0.5527777777777777,54.053611113,0.4027777777777778,56.394722226000006,0.6583333333333333,0.014433756729741794,0.5318287037037037,True
684,102,16.75,64.06652778,9.443611108999999,1.035,66.3088562523,0.0,30.0,0.71,0.5583333333333333,23.591549295774648,1.0350000000000001,False,shoulder,2022-07-17 12:00:00,12,6,True,2022-07-17,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.611111111111111,67.863055559,0.6416666666666667,68.64277778,0.6666666666666666,66.500000004,0.5638888888888889,51.533611109999995,0.43333333333333335,64.069444445,0.639814814814815,0.027824035557994484,0.5342592592592592,True
685,102,12.0,59.49999999599999,9.0,1.035,61.58249999585998,0.0,30.0,0.71,0.4,16.901408450704228,1.035,False,shoulder,2022-07-17 13:00:00,13,6,True,2022-07-17,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.5583333333333333,64.06652778,0.611111111111111,67.863055559,0.6416666666666667,68.64277778,0.3861111111111111,51.136944443000004,0.43333333333333335,66.500000004,0.6037037037037037,0.04215760162160105,0.5340277777777778,True
686,102,12.0,59.49999999599999,9.0,1.1229999999999998,66.818499995508,0.0,30.0,0.71,0.4,16.901408450704228,1.1230000000000002,False,shoulder,2022-07-17 14:00:00,14,6,True,2022-07-17,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.4,59.49999999599999,0.5583333333333333,64.06652778,0.611111111111111,67.863055559,0.4,56.00000000400001,0.4,59.73722221899999,0.5231481481481483,0.10986570552737926,0.5346064814814815,True
687,102,12.5,62.813333333,9.473333332000001,1.1229999999999998,70.539373332959,0.0,30.0,0.71,0.4166666666666667,17.605633802816904,1.123,False,shoulder,2022-07-17 15:00:00,15,6,True,2022-07-17,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.4,59.49999999599999,0.4,59.49999999599999,0.5583333333333333,64.06652778,0.36666666666666664,48.02486111100001,0.4083333333333333,61.24416666399999,0.4527777777777778,0.09141379262169083,0.5346064814814815,True
688,102,12.0,59.801388884999994,9.043055556,1.079,64.53895971803098,0.0,30.0,0.71,0.4,16.901408450704228,1.0792217525606551,False,shoulder,2022-07-17 16:00:00,16,6,True,2022-07-17,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.4166666666666667,62.813333333,0.4,59.49999999599999,0.4,59.49999999599999,0.3333333333333333,38.499999996,0.4527777777777778,66.546666665,0.4055555555555556,0.00962250448649377,0.5366898148148148,True
689,102,11.916666666666666,57.958055552999994,8.808055556,1.035,59.986587497354996,0.0,30.0,0.71,0.3972222222222222,16.784037558685448,1.0350000000000001,False,shoulder,2022-07-17 17:00:00,17,6,True,2022-07-17,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.4,59.801388884999994,0.4166666666666667,62.813333333,0.4,59.49999999599999,0.3333333333333333,38.499999996,0.5,77.000000004,0.4055555555555556,0.00962250448649377,0.5394675925925926,True
690,102,14.916666666666666,73.704166669,11.529166667,1.035,76.28381250241499,0.0,30.0,0.71,0.4972222222222222,21.009389671361504,1.035,False,shoulder,2022-07-17 18:00:00,18,6,True,2022-07-17,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.3972222222222222,57.958055552999994,0.4,59.801388884999994,0.4166666666666667,62.813333333,0.39166666666666666,50.252222223,0.5,77.000000004,0.4046296296296297,0.010516496936667192,0.5421296296296296,True
691,102,15.5,78.07041666800001,12.305833332000002,1.1229999999999998,87.673077918164,0.0,30.0,0.71,0.5166666666666667,21.83098591549296,1.1229999999999998,False,shoulder,2022-07-17 19:00:00,19,6,True,2022-07-17,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.4972222222222222,73.704166669,0.3972222222222222,57.958055552999994,0.4,59.801388884999994,0.3972222222222222,52.675000000000004,0.49166666666666664,76.128888891,0.4314814814814815,0.05695009005437695,0.5465277777777778,True
692,102,15.25,75.434722221,12.276388888,1.1229999999999998,84.71319305418302,0.0,30.0,0.71,0.5083333333333333,21.47887323943662,1.1230000000000002,False,shoulder,2022-07-17 20:00:00,20,6,True,2022-07-17,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.5166666666666667,78.07041666800001,0.4972222222222222,73.704166669,0.3972222222222222,57.958055552999994,0.3722222222222222,46.472222226,0.49166666666666664,73.877222225,0.4703703703703704,0.06408986103952674,0.5515046296296297,True
693,102,18.333333333333332,68.434722225,11.276388891999998,1.035,70.829937502875,0.0,30.0,0.71,0.611111111111111,25.821596244131456,1.035,False,shoulder,2022-07-17 21:00:00,21,6,True,2022-07-17,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.5083333333333333,75.434722221,0.5166666666666667,78.07041666800001,0.4972222222222222,73.704166669,0.4583333333333333,59.19277777399999,0.6305555555555556,63.970277777,0.5074074074074074,0.009755234956345213,0.5571759259259259,True
694,102,20.416666666666668,69.420555558,11.417222224999998,1.035,71.85027500253,0.0,30.0,0.71,0.6805555555555556,28.755868544600943,1.035,False,shoulder,2022-07-17 22:00:00,22,6,True,2022-07-17,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.611111111111111,68.434722225,0.5083333333333333,75.434722221,0.5166666666666667,78.07041666800001,0.5888888888888889,52.805277778000004,0.6666666666666666,69.999999996,0.5453703703703704,0.05708541719184568,0.5635416666666667,True
695,102,20.0,66.500000004,11.000000003999999,0.9239999999999999,61.446000003696,0.0,30.0,0.71,0.6666666666666666,28.169014084507044,0.924,False,shoulder,2022-07-17 23:00:00,23,6,True,2022-07-17,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.6805555555555556,69.420555558,0.611111111111111,68.434722225,0.5083333333333333,75.434722221,0.6,52.5,0.6666666666666666,69.999999996,0.6,0.08664707755823454,0.5673611111111111,True
696,102,19.583333333333332,66.500000004,11.000000003999999,0.9239999999999999,61.446000003696,0.0,30.0,0.71,0.6527777777777778,27.582159624413144,0.924,False,shoulder,2022-07-18 00:00:00,0,0,False,2022-07-18,0.0,1.0,0.0,1.0,0,0,3,27,0.6666666666666666,66.500000004,0.6805555555555556,69.420555558,0.611111111111111,68.434722225,0.6055555555555556,53.472222222,0.6666666666666666,69.999999996,0.6527777777777778,0.036746545987008196,0.5701388888888889,True
697,102,20.0,66.500000004,11.000000003999999,0.9239999999999999,61.446000003696,0.0,30.0,0.71,0.6666666666666666,28.169014084507044,0.924,False,shoulder,2022-07-18 01:00:00,1,0,False,2022-07-18,0.25881904510252074,0.9659258262890683,0.0,1.0,0,0,3,27,0.6527777777777778,66.500000004,0.6666666666666666,66.500000004,0.6805555555555556,69.420555558,0.6333333333333333,59.49999999599999,0.6666666666666666,69.999999996,0.6666666666666666,0.013888888888888883,0.5721064814814815,True
698,102,20.0,66.500000004,11.000000003999999,0.9239999999999999,61.446000003696,0.0,30.0,0.71,0.6666666666666666,28.169014084507044,0.924,False,shoulder,2022-07-18 02:00:00,2,0,False,2022-07-18,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,3,27,0.6666666666666666,66.500000004,0.6527777777777778,66.500000004,0.6666666666666666,66.500000004,0.6194444444444444,59.49999999599999,0.6555555555555556,69.999999996,0.662037037037037,0.008018753738744626,0.5734953703703703,True
699,102,19.75,66.500000004,11.000000003999999,0.9239999999999999,61.446000003696,0.0,30.0,0.71,0.6583333333333333,27.816901408450704,0.924,False,shoulder,2022-07-18 03:00:00,3,0,False,2022-07-18,0.7071067811865475,0.7071067811865476,0.0,1.0,0,0,3,27,0.6666666666666666,66.500000004,0.6666666666666666,66.500000004,0.6527777777777778,66.500000004,0.6333333333333333,59.49999999599999,0.6666666666666666,69.999999996,0.6620370370370371,0.008018753738744626,0.575462962962963,True
700,102,19.916666666666668,66.500000004,11.000000003999999,0.9239999999999999,61.446000003696,0.0,30.0,0.71,0.663888888888889,28.051643192488267,0.924,False,shoulder,2022-07-18 04:00:00,4,0,False,2022-07-18,0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,3,27,0.6583333333333333,66.500000004,0.6666666666666666,66.500000004,0.6666666666666666,66.500000004,0.6333333333333333,59.49999999599999,0.6666666666666666,69.999999996,0.6638888888888889,0.004811252243246865,0.5765046296296297,True
701,102,20.0,66.500000004,11.000000003999999,0.9239999999999999,61.446000003696,0.0,30.0,0.71,0.6666666666666666,28.169014084507044,0.924,False,shoulder,2022-07-18 05:00:00,5,0,False,2022-07-18,0.9659258262890683,0.25881904510252074,0.0,1.0,0,0,3,27,0.663888888888889,66.500000004,0.6583333333333333,66.500000004,0.6666666666666666,66.500000004,0.6333333333333333,59.49999999599999,0.6666666666666666,69.999999996,0.662962962962963,0.004243125643477627,0.5777777777777777,True
702,102,19.583333333333332,66.500000004,11.000000003999999,0.9239999999999999,61.446000003696,0.0,30.0,0.71,0.6527777777777778,27.582159624413144,0.924,False,shoulder,2022-07-18 06:00:00,6,0,False,2022-07-18,1.0,6.123233995736766e-17,0.0,1.0,0,0,3,27,0.6666666666666666,66.500000004,0.663888888888889,66.500000004,0.6583333333333333,66.500000004,0.6333333333333333,59.49999999599999,0.6666666666666666,69.999999996,0.662962962962963,0.004243125643477627,0.5791666666666667,True
703,102,19.25,61.633055555,10.304722223,1.035,63.790212499424996,0.0,30.0,0.71,0.6416666666666667,27.112676056338028,1.035,False,shoulder,2022-07-18 07:00:00,7,0,False,2022-07-18,0.9659258262890683,-0.25881904510252063,0.0,1.0,0,0,3,27,0.6527777777777778,66.500000004,0.6666666666666666,66.500000004,0.663888888888889,66.500000004,0.6527777777777778,60.474166663999995,0.6583333333333333,69.02194444099999,0.6611111111111111,0.007349309197401674,0.5799768518518519,True
704,102,18.833333333333332,63.896388886,10.628055553000001,1.035,66.13276249700999,0.0,30.0,0.71,0.6277777777777778,26.525821596244132,1.035,False,shoulder,2022-07-18 08:00:00,8,0,False,2022-07-18,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,3,27,0.6416666666666667,61.633055555,0.6527777777777778,66.500000004,0.6666666666666666,66.500000004,0.6666666666666666,66.500000004,0.5944444444444444,58.860277779,0.6537037037037038,0.012525693757841417,0.5795138888888889,True
705,102,20.333333333333332,80.499999996,12.999999996000001,1.1156666666666666,89.811166662204,0.0,30.0,0.71,0.6777777777777777,28.63849765258216,1.1156666666666666,False,shoulder,2022-07-18 09:00:00,9,0,False,2022-07-18,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,0,3,27,0.6277777777777778,63.896388886,0.6416666666666667,61.633055555,0.6527777777777778,66.500000004,0.6666666666666666,66.500000004,0.5166666666666667,48.99999999599999,0.6407407407407408,0.012525693757841589,0.5778935185185184,True
706,102,20.25,80.319166663,12.974166663000002,1.1229999999999998,90.19842416254899,0.0,30.0,0.71,0.675,28.52112676056338,1.1229999999999998,False,shoulder,2022-07-18 10:00:00,10,0,False,2022-07-18,0.49999999999999994,-0.8660254037844387,0.0,1.0,0,0,3,27,0.6777777777777777,80.499999996,0.6277777777777778,63.896388886,0.6416666666666667,61.633055555,0.6416666666666667,68.64277778,0.5111111111111112,48.02972221899999,0.649074074074074,0.025809925675493256,0.5783564814814816,True
707,102,20.0,73.5,12.0,1.079,79.3065,0.0,30.0,0.71,0.6666666666666666,28.169014084507044,1.079,False,shoulder,2022-07-18 11:00:00,11,0,False,2022-07-18,0.258819045102521,-0.9659258262890682,0.0,1.0,0,0,3,27,0.675,80.319166663,0.6777777777777777,80.499999996,0.6277777777777778,63.896388886,0.611111111111111,67.863055559,0.4277777777777778,51.633750002000006,0.6601851851851851,0.028099983158321303,0.5797453703703703,True
708,102,19.0,79.78638888599998,12.898055552,1.035,82.57891249700998,0.0,30.0,0.71,0.6333333333333333,26.760563380281692,1.035,False,shoulder,2022-07-18 12:00:00,12,0,False,2022-07-18,1.2246467991473532e-16,-1.0,0.0,1.0,0,0,3,27,0.6666666666666666,73.5,0.675,80.319166663,0.6777777777777777,80.499999996,0.5583333333333333,64.06652778,0.36666666666666664,52.5,0.6731481481481482,0.0057824055540719324,0.5820601851851852,True
709,102,19.916666666666668,73.5,12.0,1.035,76.07249999999999,0.0,30.0,0.71,0.663888888888889,28.051643192488267,1.035,False,shoulder,2022-07-18 13:00:00,13,0,False,2022-07-18,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0,0,3,27,0.6333333333333333,79.78638888599998,0.6666666666666666,73.5,0.675,80.319166663,0.4,59.49999999599999,0.3527777777777778,49.962500001,0.6583333333333333,0.022047927592204974,0.5851851851851851,True
710,102,20.333333333333332,73.5,12.0,1.1229999999999998,82.54050000000001,0.0,30.0,0.71,0.6777777777777777,28.63849765258216,1.1230000000000002,False,shoulder,2022-07-18 14:00:00,14,0,False,2022-07-18,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,0,3,27,0.663888888888889,73.5,0.6333333333333333,79.78638888599998,0.6666666666666666,73.5,0.4,59.49999999599999,0.3,38.499999996,0.6546296296296297,0.018495355884665103,0.5961805555555556,True
711,102,19.583333333333332,70.194444446,11.527777778999997,1.1229999999999998,78.828361112858,0.0,30.0,0.71,0.6527777777777778,27.582159624413144,1.123,False,shoulder,2022-07-18 15:00:00,15,0,False,2022-07-18,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0,0,3,27,0.6777777777777777,73.5,0.663888888888889,73.5,0.6333333333333333,79.78638888599998,0.4166666666666667,62.813333333,0.31666666666666665,40.153749998,0.6583333333333333,0.022737091032979054,0.6077546296296296,True
712,102,19.0,70.394722224,11.556388891000001,1.079,75.81927305755201,0.0,30.0,0.71,0.6333333333333333,26.760563380281692,1.0770590558805073,False,shoulder,2022-07-18 16:00:00,16,0,False,2022-07-18,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,0,3,27,0.6527777777777778,70.194444446,0.6777777777777777,73.5,0.663888888888889,73.5,0.4,59.801388884999994,0.3333333333333333,42.0,0.6648148148148149,0.012525693757841202,0.6175925925925926,True
713,102,19.833333333333332,71.359166667,11.694166667,1.035,73.856737500345,0.0,30.0,0.71,0.6611111111111111,27.934272300469484,1.0350000000000001,False,shoulder,2022-07-18 17:00:00,17,0,False,2022-07-18,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0,0,3,27,0.6333333333333333,70.394722224,0.6527777777777778,70.194444446,0.6777777777777777,73.5,0.3972222222222222,57.958055552999994,0.3333333333333333,41.023888889,0.6546296296296296,0.022280017436140696,0.6273148148148148,True
714,102,19.583333333333332,69.70055555500001,11.248333336,1.035,72.14007499942498,0.0,30.0,0.71,0.6527777777777778,27.582159624413144,1.0349999999999997,False,shoulder,2022-07-18 18:00:00,18,0,False,2022-07-18,-1.0,-1.8369701987210297e-16,0.0,1.0,0,0,3,27,0.6611111111111111,71.359166667,0.6333333333333333,70.394722224,0.6527777777777778,70.194444446,0.4972222222222222,73.704166669,0.36666666666666664,48.537222222,0.649074074074074,0.014254448442908204,0.6383101851851851,True
715,102,18.583333333333332,60.234999997,10.104999997,1.1229999999999998,67.64390499663101,0.0,30.0,0.71,0.6194444444444444,26.173708920187792,1.123,False,shoulder,2022-07-18 19:00:00,19,0,False,2022-07-18,-0.9659258262890684,0.2588190451025203,0.0,1.0,0,0,3,27,0.6527777777777778,69.70055555500001,0.6611111111111111,71.359166667,0.6333333333333333,70.394722224,0.5166666666666667,78.07041666800001,0.3638888888888889,48.61111110699999,0.649074074074074,0.014254448442908204,0.6447916666666667,True
716,102,18.916666666666668,64.374722224,10.696388891000002,1.1229999999999998,72.29281305755201,0.0,30.0,0.71,0.6305555555555556,26.643192488262915,1.1230000000000002,False,shoulder,2022-07-18 20:00:00,20,0,False,2022-07-18,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,3,27,0.6194444444444444,60.234999997,0.6527777777777778,69.70055555500001,0.6611111111111111,71.359166667,0.5083333333333333,75.434722221,0.3888888888888889,53.277777781000005,0.6444444444444444,0.02204792759220515,0.649074074074074,True
717,102,17.75,53.863055555,9.194722222,1.035,55.748262499424996,0.0,30.0,0.71,0.5916666666666667,25.0,1.035,False,shoulder,2022-07-18 21:00:00,21,0,False,2022-07-18,-0.7071067811865477,0.7071067811865474,0.0,1.0,0,0,3,27,0.6305555555555556,64.374722224,0.6194444444444444,60.234999997,0.6527777777777778,69.70055555500001,0.611111111111111,68.434722225,0.41388888888888886,57.463194446,0.6342592592592592,0.016972502573910937,0.6541666666666667,True
718,102,17.166666666666668,52.5,9.0,1.035,54.337500000000006,0.0,30.0,0.71,0.5722222222222223,24.178403755868548,1.0350000000000001,False,shoulder,2022-07-18 22:00:00,22,0,False,2022-07-18,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,3,27,0.5916666666666667,53.863055555,0.6305555555555556,64.374722224,0.6194444444444444,60.234999997,0.6805555555555556,69.420555558,0.5555555555555556,60.863055552999995,0.6138888888888889,0.020030840419244952,0.6533564814814815,True
719,102,17.833333333333332,52.5,9.0,0.9239999999999999,48.51000000000002,0.0,30.0,0.71,0.5944444444444444,25.11737089201878,0.9240000000000004,False,shoulder,2022-07-18 23:00:00,23,0,False,2022-07-18,-0.25881904510252157,0.9659258262890681,0.0,1.0,0,0,3,27,0.5722222222222223,52.5,0.5916666666666667,53.863055555,0.6305555555555556,64.374722224,0.6666666666666666,66.500000004,0.6277777777777778,59.49999999599999,0.5981481481481482,0.029701879504343897,0.6488425925925926,True
0,105,15.666666666666666,103.21888888999999,15.231111109,1.1241666670000001,116.0352342949146,0.0,93.0,0.77,0.16845878136200715,20.346320346320343,1.124166667,False,offpeak,2022-06-19 00:00:00,0,6,True,2022-06-19,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,93,,,,,,,,,,,,,,False
1,105,15.0,101.499999996,15.0,1.1241666670000001,114.1029166960033,0.0,93.0,0.77,0.16129032258064516,19.48051948051948,1.1241666669999997,False,offpeak,2022-06-19 01:00:00,1,6,True,2022-06-19,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,0,0,93,0.16845878136200715,103.21888888999999,,,,,,,,,,,,False
